mono_stamp,stereo_stamp,dt,mono_detection_id,stereo_cone_id,u,v,X_mono,Y_mono,X_stereo,Y_stereo,Z_stereo,stereo_color,stereo_confidence,error_x,error_y,error_2d,mono_range,stereo_range,error_range
1757267627.221699,1757267627.221699,0.0,4,4,522,309,5.33482027053833,1.3498468399047852,5.951204299926758,1.4061025381088257,0.688309371471405,0.0,0.9099900722503662,-0.6163840293884277,-0.05625569820404053,0.6189458581051643,5.502944103854554,6.1150598498414395,-0.6121157459868858
1757267627.221699,1757267627.221699,0.0,5,5,768,305,5.477976322174072,-1.4295506477355957,6.036509990692139,-1.4235808849334717,0.744514524936676,1.0,0.9069264531135559,-0.5585336685180664,-0.0059697628021240234,0.5585655708474726,5.661434415476438,6.202099273929269,-0.5406648584528311
1757267627.221699,1757267627.221699,0.0,6,7,875,394,1.7514901161193848,-1.3874512910842896,2.797639846801758,-1.4141035079956055,-0.1354752480983734,1.0,0.8855371475219727,-1.046149730682373,0.026652216911315918,1.046489178000943,2.234443714215097,3.1347212705021223,-0.9002775562870253
1757267627.221699,1757267627.221699,0.0,7,6,909,412,1.3969670534133911,-1.4499597549438477,3.0584921836853027,-1.3493239879608154,0.042654186487197876,3.0,0.9044637680053711,-1.6615251302719116,-0.10063576698303223,1.6645700093782045,2.013429968804308,3.342910358078806,-1.3294803892744982
1757267627.221699,1757267627.221699,0.0,8,8,722,276,8.946435928344727,-1.2812623977661133,9.05192756652832,-1.335607647895813,1.5420265197753906,1.0,0.8764791488647461,-0.10549163818359375,0.05434525012969971,0.11866714767920344,9.03771813855172,9.14993117235278,-0.11221303380106029
1757267627.221699,1757267627.221699,0.0,9,9,672,261,12.38636302947998,-0.5598365068435669,12.03825855255127,-0.6095525026321411,2.3395419120788574,1.0,0.8387847542762756,0.34810447692871094,0.04971599578857422,0.35163675447123127,12.399008267295544,12.053680899689475,0.3453273676060693
1757267627.221699,1757267627.221699,0.0,12,12,565,278,8.762043952941895,1.3110042810440063,9.092536926269531,1.4067051410675049,1.5140453577041626,0.0,0.8001736998558044,-0.3304929733276367,-0.09570086002349854,0.34407013823954447,8.859579361245167,9.20070905471316,-0.3411296934679928
1757267627.255765,1757267627.255765,0.0,0,2,382,407,1.6739637851715088,1.4136587381362915,2.231651544570923,1.4416497945785522,-0.1872987598180771,3.0,0.9328614473342896,-0.5576877593994141,-0.027991056442260742,0.5583897708811405,2.19102391177614,2.6568068703980288,-0.4657829586218889
1757267627.255765,1757267627.255765,0.0,1,1,948,442,0.9348232746124268,-1.4497807025909424,2.395516872406006,-1.3901381492614746,-0.12979426980018616,3.0,0.9385779500007629,-1.460693597793579,-0.05964255332946777,1.4619107431039724,1.725038735901947,2.769654339446345,-1.0446156035443979
1757267627.255765,1757267627.255765,0.0,2,3,309,461,0.8876311182975769,1.4095432758331299,2.56811261177063,1.4421508312225342,-0.19335919618606567,0.0,0.9146305322647095,-1.680481493473053,-0.0326075553894043,1.6807978172802034,1.6657434522208387,2.945335533811252,-1.2795920815904134
1757267627.255765,1757267627.255765,0.0,3,0,353,428,1.321621060371399,1.4148409366607666,2.8768069744110107,1.4526348114013672,-0.017849082127213478,3.0,0.9448297023773193,-1.5551859140396118,-0.037793874740600586,1.5556450765502814,1.9360932578954806,3.2227575557765618,-1.2866642978810812
1757267627.255765,1757267627.255765,0.0,4,4,768,305,5.477976322174072,-1.4295506477355957,6.102093696594238,-1.4390473365783691,0.7526033520698547,1.0,0.9104332327842712,-0.624117374420166,0.009496688842773438,0.6241896219516134,5.661434415476438,6.269482013605943,-0.608047598129505
1757267627.255765,1757267627.255765,0.0,5,5,523,309,5.334138870239258,1.3388067483901978,5.935148239135742,1.3966138362884521,0.686452329158783,0.0,0.9103002548217773,-0.6010093688964844,-0.057807087898254395,0.6037830081350641,5.499585529522427,6.097254696027422,-0.5976691665049945
1757267627.255765,1757267627.255765,0.0,6,7,876,394,1.7511073350906372,-1.3933608531951904,2.8029956817626953,-1.4141210317611694,-0.13573460280895233,1.0,0.8861434459686279,-1.051888346672058,0.020760178565979004,1.0520931892558603,2.2378184390662845,3.139510007063139,-0.9016915679968545
1757267627.255765,1757267627.255765,0.0,7,6,908,412,1.3973170518875122,-1.4445818662643433,3.0510306358337402,-1.3489598035812378,0.04255012795329094,3.0,0.9049166440963745,-1.653713583946228,-0.09562206268310547,1.6564758364069334,2.009803898850677,3.335937723110845,-1.3261338242601681
1757267627.255765,1757267627.255765,0.0,8,8,722,276,8.946435928344727,-1.2812623977661133,9.394086837768555,-1.386093020439148,1.6003144979476929,1.0,0.8761999011039734,-0.4476509094238281,0.10483062267303467,0.45976167321558736,9.03771813855172,9.495794931275976,-0.45807679272425617
1757267627.255765,1757267627.255765,0.0,9,9,672,261,12.38636302947998,-0.5598365068435669,12.209918975830078,-0.618244469165802,2.3846189975738525,1.0,0.8413365483283997,0.17644405364990234,0.05840796232223511,0.1858601466991922,12.399008267295544,12.225561239468293,0.17344702782725108
1757267627.255765,1757267627.255765,0.0,12,12,565,278,8.762043952941895,1.3110042810440063,9.025640487670898,1.3963556289672852,1.5115666389465332,0.0,0.7965455651283264,-0.2635965347290039,-0.08535134792327881,0.2770703623873538,8.859579361245167,9.133016766393938,-0.2734374051487709
1757267627.288445,1757267627.288445,0.0,0,2,382,407,1.6739637851715088,1.4136587381362915,2.232696056365967,1.4423246383666992,-0.1873864233493805,3.0,0.9328755140304565,-0.558732271194458,-0.028665900230407715,0.5594671435483384,2.19102391177614,2.6580504213712293,-0.4670265095950894
1757267627.288445,1757267627.288445,0.0,1,1,948,442,0.9348232746124268,-1.4497807025909424,2.4063785076141357,-1.3987503051757812,-0.13038277626037598,3.0,0.9398817420005798,-1.471555233001709,-0.05103039741516113,1.4724397798331392,1.725038735901947,2.7833720445058323,-1.0583333086038853
1757267627.288445,1757267627.288445,0.0,2,3,309,461,0.8876311182975769,1.4095432758331299,2.5621776580810547,1.4388179779052734,-0.1953708976507187,0.0,0.9114307761192322,-1.6745465397834778,-0.029274702072143555,1.6748024128482235,1.6657434522208387,2.938528802838784,-1.2727853506179454
1757267627.288445,1757267627.288445,0.0,3,0,353,428,1.321621060371399,1.4148409366607666,2.874865770339966,1.4516546726226807,-0.01783703826367855,3.0,0.9449666738510132,-1.553244709968567,-0.03681373596191406,1.5536809132511125,1.9360932578954806,3.2205829419562644,-1.2844896840607838
1757267627.288445,1757267627.288445,0.0,4,4,523,309,5.334138870239258,1.3388067483901978,5.941113471984863,1.3980175256729126,0.6871422529220581,0.0,0.9096232056617737,-0.6069746017456055,-0.059210777282714844,0.6098557889457635,5.499585529522427,6.103382856178093,-0.6037973266556653
1757267627.288445,1757267627.288445,0.0,5,5,768,305,5.477976322174072,-1.4295506477355957,6.0389814376831055,-1.4241636991500854,0.7448193430900574,1.0,0.9087704420089722,-0.5610051155090332,-0.005386948585510254,0.5610309785050792,5.661434415476438,6.204638510554661,-0.5432040950782229
1757267627.288445,1757267627.288445,0.0,6,6,876,394,1.7511073350906372,-1.3933608531951904,3.0519630908966064,-1.3493720293045044,0.04256313294172287,3.0,0.9045830965042114,-1.3008557558059692,-0.043988823890686035,1.3015992908882539,2.2378184390662845,3.3369572340179197,-1.0991387949516351
1757267627.288445,1757267627.288445,0.0,7,7,722,276,8.946435928344727,-1.2812623977661133,9.31879711151123,-1.3749840259552002,1.5874886512756348,1.0,0.8739991784095764,-0.3723611831665039,0.09372162818908691,0.38397473135555693,9.03771813855172,9.419690052074008,-0.381971913522289
