bbox_stamp,detection_id,x_min,y_min,x_max,y_max,u_bottom_center,v_bottom_center,X_mono,Y_mono,inside_roi
1757267627.355125,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.355125,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.355125,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.355125,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267627.355125,8,716,258,730,276,723,276,8.945454597473145,-1.298085331916809,1
1757267627.355125,9,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267627.355125,12,558,260,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267627.388417,0,356,311,410,407,383,407,1.6736069917678833,1.4081710577011108,1
1757267627.388417,1,907,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267627.388417,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267627.388417,3,329,363,377,428,353,428,1.321621060371399,1.4148409366607666,1
1757267627.388417,4,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.388417,5,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267627.388417,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.388417,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267627.388417,8,715,258,730,276,722,276,8.946435928344727,-1.2812623977661133,1
1757267627.388417,9,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267627.388417,12,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267627.421925,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267627.421925,1,907,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267627.421925,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267627.421925,3,328,363,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267627.421925,4,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.421925,5,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.421925,6,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.421925,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267627.421925,8,715,258,730,276,722,276,8.946435928344727,-1.2812623977661133,1
1757267627.421925,9,667,247,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267627.421925,12,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267627.471912,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267627.471912,1,907,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267627.471912,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267627.471912,3,328,362,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267627.471912,4,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.471912,5,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.471912,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.471912,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267627.471912,8,715,258,730,276,722,276,8.946435928344727,-1.2812623977661133,1
1757267627.471912,9,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267627.471912,12,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267627.521928,0,356,311,410,407,383,407,1.6736069917678833,1.4081710577011108,1
1757267627.521928,1,906,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267627.521928,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267627.521928,3,328,363,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267627.521928,4,511,282,534,308,522,308,5.411734580993652,1.3644590377807617,1
1757267627.521928,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.521928,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.521928,7,716,258,730,276,723,276,8.945454597473145,-1.298085331916809,1
1757267627.521928,8,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267627.521928,11,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267627.588581,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267627.588581,1,906,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267627.588581,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267627.588581,3,328,362,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267627.588581,4,511,282,535,308,523,308,5.411046981811523,1.3533040285110474,1
1757267627.588581,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.588581,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.588581,7,715,258,730,276,722,276,8.946435928344727,-1.2812623977661133,1
1757267627.588581,8,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267627.588581,11,558,260,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267627.621943,0,356,311,410,407,383,407,1.6736069917678833,1.4081710577011108,1
1757267627.621943,1,907,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267627.621943,2,328,362,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267627.621943,3,511,283,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267627.621943,4,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.621943,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.621943,6,716,257,730,276,723,276,8.945454597473145,-1.298085331916809,1
1757267627.621943,7,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267627.621943,10,558,260,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267627.671796,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267627.671796,1,907,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267627.671796,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267627.671796,3,329,363,377,428,353,428,1.321621060371399,1.4148409366607666,1
1757267627.671796,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.671796,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.671796,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.671796,7,884,350,933,412,908,412,1.3973170518875122,-1.4445818662643433,1
1757267627.671796,8,716,258,730,276,723,276,8.945454597473145,-1.298085331916809,1
1757267627.671796,9,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267627.671796,11,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267627.721796,0,355,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267627.721796,1,906,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267627.721796,2,328,363,378,429,353,429,1.3060998916625977,1.408082127571106,1
1757267627.721796,3,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.721796,4,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.721796,5,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.721796,6,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267627.721796,7,715,258,730,276,722,276,8.946435928344727,-1.2812623977661133,1
1757267627.721796,8,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267627.721796,11,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267627.771815,0,356,311,410,407,383,407,1.6736069917678833,1.4081710577011108,1
1757267627.771815,1,907,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267627.771815,2,263,338,354,461,308,461,0.8879134654998779,1.4138401746749878,1
1757267627.771815,3,328,363,377,429,352,429,1.3064221143722534,1.4130131006240845,1
1757267627.771815,4,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.771815,5,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.771815,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.771815,7,883,350,934,412,908,412,1.3973170518875122,-1.4445818662643433,1
1757267627.771815,8,716,258,730,276,723,276,8.945454597473145,-1.298085331916809,1
1757267627.771815,9,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267627.771815,12,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267627.821817,0,355,311,409,406,382,406,1.6931408643722534,1.421213150024414,1
1757267627.821817,1,906,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267627.821817,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267627.821817,3,328,363,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267627.821817,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.821817,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.821817,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.821817,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267627.821817,8,716,258,730,276,723,276,8.945454597473145,-1.298085331916809,1
1757267627.821817,9,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267627.821817,12,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267627.872001,0,356,311,410,407,383,407,1.6736069917678833,1.4081710577011108,1
1757267627.872001,1,907,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267627.872001,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267627.872001,3,328,363,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267627.872001,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.872001,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.872001,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.872001,7,716,258,730,276,723,276,8.945454597473145,-1.298085331916809,1
1757267627.872001,8,667,247,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267627.872001,11,558,260,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267627.921956,0,356,311,410,407,383,407,1.6736069917678833,1.4081710577011108,1
1757267627.921956,1,906,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267627.921956,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267627.921956,3,328,363,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267627.921956,4,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267627.921956,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.921956,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.921956,7,716,258,730,276,723,276,8.945454597473145,-1.298085331916809,1
1757267627.921956,8,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267627.921956,11,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267627.955323,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267627.955323,1,907,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267627.955323,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267627.955323,3,328,362,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267627.955323,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.955323,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.955323,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.955323,7,715,257,730,276,722,276,8.946435928344727,-1.2812623977661133,1
1757267627.955323,8,667,247,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267627.955323,9,540,248,549,260,544,260,12.845402717590332,2.291430950164795,1
1757267627.955323,11,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267627.9885721,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267627.9885721,1,906,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267627.9885721,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267627.9885721,3,328,362,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267627.9885721,4,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267627.9885721,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.9885721,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.9885721,7,883,350,934,412,908,412,1.3973170518875122,-1.4445818662643433,1
1757267627.9885721,8,716,258,730,276,723,276,8.945454597473145,-1.298085331916809,1
1757267627.9885721,9,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267627.9885721,12,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267628.055464,0,355,311,410,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.055464,1,906,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267628.055464,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267628.055464,3,328,362,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267628.055464,4,511,282,534,308,522,308,5.411734580993652,1.3644590377807617,1
1757267628.055464,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.055464,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.055464,7,715,257,730,276,722,276,8.946435928344727,-1.2812623977661133,1
1757267628.055464,8,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267628.055464,11,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267628.088699,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.088699,1,907,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267628.088699,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267628.088699,3,328,363,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267628.088699,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.088699,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.088699,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.088699,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267628.088699,8,716,258,730,276,723,276,8.945454597473145,-1.298085331916809,1
1757267628.088699,9,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267628.088699,12,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267628.121962,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.121962,1,907,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267628.121962,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267628.121962,3,329,363,377,428,353,428,1.321621060371399,1.4148409366607666,1
1757267628.121962,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.121962,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.121962,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.121962,7,883,350,934,412,908,412,1.3973170518875122,-1.4445818662643433,1
1757267628.121962,8,715,258,730,276,722,276,8.946435928344727,-1.2812623977661133,1
1757267628.121962,9,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267628.121962,10,540,248,548,260,544,260,12.845402717590332,2.291430950164795,1
1757267628.121962,11,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267628.188795,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.188795,1,906,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267628.188795,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267628.188795,3,329,363,377,428,353,428,1.321621060371399,1.4148409366607666,1
1757267628.188795,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.188795,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.188795,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.188795,7,716,258,730,276,723,276,8.945454597473145,-1.298085331916809,1
1757267628.188795,8,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267628.188795,11,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267628.2219741,0,355,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.2219741,1,907,326,991,442,949,442,0.9345170259475708,-1.4544568061828613,1
1757267628.2219741,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267628.2219741,3,328,362,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267628.2219741,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.2219741,5,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.2219741,6,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.2219741,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267628.2219741,8,715,258,730,276,722,276,8.946435928344727,-1.2812623977661133,1
1757267628.2219741,9,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267628.2219741,12,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267628.27198,0,355,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.27198,1,906,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267628.27198,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267628.27198,3,328,363,378,429,353,429,1.3060998916625977,1.408082127571106,1
1757267628.27198,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.27198,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.27198,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.27198,7,715,258,730,277,722,277,8.776774406433105,-1.262308955192566,1
1757267628.27198,8,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
1757267628.27198,11,558,259,572,278,565,278,8.762043952941895,1.3110042810440063,1
1757267628.321991,0,355,311,410,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.321991,1,906,326,990,442,948,442,0.9348232746124268,-1.4497807025909424,1
1757267628.321991,2,263,338,355,461,309,461,0.8876311182975769,1.4095432758331299,1
1757267628.321991,3,328,363,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267628.321991,4,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267628.321991,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.321991,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.321991,7,883,350,934,412,908,412,1.3973170518875122,-1.4445818662643433,1
1757267628.321991,8,715,258,730,276,722,276,8.946435928344727,-1.2812623977661133,1
1757267628.321991,9,667,248,677,261,672,261,12.38636302947998,-0.5598365068435669,1
